sequence,frame_id,viewer,human_name,image_path,bbox_x1,bbox_y1,bbox_x2,bbox_y2,depth_m,distance_m,torso_depth_m,torso_distance_m,num_visible_keypoints,keypoint_depths_m
001_tagging,00031,aria01,aria04,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00031.jpg,1215.5939555697598,371.578545253554,1391.0527377453766,761.7264078831208,2.5728464217058056,4.037654235680389,2.5617744103481837,4.040158601344695,17,2.472852 2.440142 2.478445 2.401292 2.490472 2.372869 2.529681 2.328010 2.706956 2.583876 2.884039 2.555229 2.568320 2.931459 2.570905 3.109980 2.313861
001_tagging,00041,aria01,aria02,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00041.jpg,844.871378148243,496.872957313168,999.5172347734425,717.189287161201,4.087709749860789,4.456533420229212,4.008207524991377,4.381516081873045,17,3.944516 3.915987 3.962933 3.856707 3.975638 3.841408 3.972805 3.978265 4.055538 4.251872 4.193975 3.959479 4.056936 4.281271 4.440772 4.444904 4.358061
001_tagging,00041,aria01,aria03,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00041.jpg,813.5018333728912,429.278183832545,991.2665783314534,835.8522441158298,3.087485562204755,3.379268083748001,2.9876335134800525,3.158895202868573,17,3.055828 3.039997 3.001032 3.080969 2.944571 3.113140 2.804776 3.382428 2.834861 3.572603 3.069591 3.041247 2.934020 3.019980 3.264639 2.792218 3.535356
001_tagging,00041,aria01,aria04,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00041.jpg,899.0090489532927,470.37955071241817,1010.7027347975841,694.0410118512483,4.705450466216938,5.278678037037795,4.795708328211277,5.340433773929808,17,4.361648 4.356538 4.355160 4.360987 4.472137 4.395423 4.630267 4.370834 4.894467 4.562585 5.027781 4.723384 4.868032 5.028196 5.170357 5.258817 5.156046
001_tagging,00051,aria01,aria02,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00051.jpg,799.1378779865922,532.9430825835059,874.4860637492411,765.0949958075496,4.997357578996533,5.185060286176885,5.016408985945697,5.171262851476685,17,4.845067 4.809087 4.868013 4.745013 4.890031 4.683768 4.966838 4.767474 5.049689 4.951695 5.197349 4.936899 5.095919 5.142455 5.335948 5.275543 5.394291
001_tagging,00051,aria01,aria03,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00051.jpg,792.7620894190051,547.0572486882587,907.8669860129415,806.4195018614274,4.172111124027481,4.334658770793289,4.0189289917665905,4.130686876860777,17,4.182476 4.168483 4.156226 4.048863 4.049060 4.140333 3.921878 4.413103 3.890180 4.590817 4.148859 4.078555 3.959303 4.380617 4.280041 4.403979 4.113115
001_tagging,00051,aria01,aria04,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00051.jpg,748.5709275155409,572.619666932337,847.9389166678511,736.664821643841,5.814765378587745,5.943279508131506,6.004237352588498,6.116173527118757,17,5.461639 5.437593 5.489808 5.456248 5.555361 5.598233 5.753522 5.678041 6.006023 5.714242 6.229011 5.946096 6.062379 5.877019 6.064942 6.132763 6.388092
001_tagging,00061,aria01,aria02,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00061.jpg,854.5402324419731,534.6685039532331,909.5317972012137,776.3876892367825,5.269007175240587,5.566343290752911,5.32006979921576,5.5834539410336514,17,5.170907 5.135665 5.185083 5.061964 5.226202 5.002607 5.313571 5.000192 5.480979 5.043539 5.571230 5.217090 5.423050 5.294222 5.507034 5.340284 5.599504
001_tagging,00061,aria01,aria03,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00061.jpg,816.7534359339253,537.5304327085915,920.2348832143119,809.9333615064576,4.533637289452519,4.746425742535577,4.395511827674686,4.586760958346984,17,4.540522 4.511479 4.527176 4.394137 4.528088 4.384694 4.422047 4.520390 4.491258 4.775605 4.696281 4.382809 4.408215 4.682812 4.613476 4.769852 4.422993
001_tagging,00061,aria01,aria04,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00061.jpg,685.1111238619394,583.6558006984976,790.7627736304587,741.5191212974091,5.905999406062082,5.965496813211825,6.042679903062419,6.075847993137805,17,5.628362 5.604296 5.650771 5.612765 5.701114 5.817911 5.864368 5.975754 5.727901 6.045217 5.506727 5.956832 6.128528 5.850093 6.409407 6.223020 6.698923
001_tagging,00071,aria01,aria02,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00071.jpg,855.2229437643421,469.02256316598545,906.0444928911036,719.362516598419,5.275826995869828,5.649680630624659,5.321360431607076,5.6473281284204155,17,5.085310 5.066678 5.109682 5.076358 5.211473 5.027720 5.371592 5.025781 5.499547 5.117960 5.502921 5.212084 5.430636 5.312813 5.550641 5.414493 5.673369
001_tagging,00071,aria01,aria03,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00071.jpg,761.389589156822,499.20523818573565,858.2994428670991,757.0057015776558,4.517559856485116,4.666108200405982,4.56696305977068,4.6958679421997065,17,4.345969 4.313350 4.368947 4.281193 4.462271 4.233499 4.593858 4.193624 4.757615 4.194851 4.744360 4.445401 4.688525 4.453431 4.922232 4.641410 5.157981
001_tagging,00071,aria01,aria04,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00071.jpg,529.7337281977234,553.783257563623,648.9079013673786,764.1514614917128,4.552726035319124,4.667160456127186,4.7137183170828445,4.7790907753246605,17,4.232538 4.232984 4.236478 4.328912 4.289303 4.372874 4.528215 4.504879 4.652214 4.524750 4.482079 4.674500 4.752937 4.623953 4.836896 5.004187 5.118644
001_tagging,00081,aria01,aria02,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00081.jpg,750.0008954893831,430.26205076237494,816.8751927257533,695.6360254291858,5.078415342744819,5.33793182426745,5.144045739595823,5.339334052280433,17,4.861015 4.842998 4.896839 4.801107 4.967280 4.826987 5.158215 4.834837 5.317559 4.903604 5.389256 5.040042 5.248049 5.136114 5.367971 5.238285 5.502905
001_tagging,00081,aria01,aria03,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00081.jpg,513.7012595033788,457.7506899161685,668.8283046780035,800.1558609221836,3.4176035307101973,3.565873200518869,3.543766539100189,3.6214413103761824,17,3.129497 3.109688 3.157536 3.148065 3.270537 3.173577 3.471090 3.166206 3.650482 3.143190 3.701280 3.450048 3.637486 3.586019 3.552073 3.974516 3.777971
001_tagging,00081,aria01,aria04,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00081.jpg,138.88013582762716,550.2594349232463,394.0434206191673,974.3171755798812,2.479156208693221,3.2277176697115046,2.65555772942272,3.3163553795888685,17,2.220415 2.219760 2.204851 2.338922 2.266244 2.361119 2.453117 2.377005 2.737453 2.340437 2.804721 2.642693 2.668422 2.560819 2.468518 2.969877 2.511282
001_tagging,00091,aria01,aria02,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00091.jpg,805.7781075606518,451.65176225663,851.9069907344295,756.8965783424162,4.427472704542675,4.650083037134199,4.4959275749595875,4.656783491625008,17,4.236923 4.212795 4.259317 4.206726 4.360601 4.173059 4.513618 4.184305 4.651156 4.279704 4.691659 4.389820 4.602035 4.478055 4.691233 4.546116 4.789914
001_tagging,00091,aria01,aria03,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00091.jpg,151.70941280603222,474.93739093380384,379.9318153353032,1004.5028701891014,2.0479194077904843,2.6024753896943698,2.217584055352095,2.6980650792576375,17,1.838943 1.843439 1.848865 1.917745 1.957881 1.989710 2.125783 1.979656 2.265329 1.892204 2.157035 2.186661 2.248507 1.971852 2.066075 2.348035 2.176909
001_tagging,00101,aria01,aria02,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00101.jpg,1286.9055604072844,428.8603229534505,1373.376327631697,916.9773722624279,2.265077386950668,3.6508829896553614,2.3316671027970277,3.6482410175467272,17,2.160515 2.123998 2.171897 2.036984 2.211319 2.076497 2.225481 2.132128 2.341052 2.284127 2.460614 2.291406 2.371928 2.355565 2.422818 2.397413 2.442574
001_tagging,00101,aria01,aria03,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00101.jpg,302.6879228229528,522.4349598872893,504.86399096991454,886.7828160240126,2.5562756180083333,2.8958606165839904,2.7688822874589762,3.013173409986959,17,2.283819 2.282931 2.293361 2.366103 2.356959 2.447265 2.568501 2.519904 2.712240 2.507119 2.634306 2.744829 2.792935 2.482520 2.692123 2.767621 3.004148
001_tagging,00101,aria01,aria04,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00101.jpg,40.157635676876055,595.7418123800112,290.5828920390201,855.6495259660569,3.0921483296944436,4.33144581228538,3.3305846044272513,4.534220724963064,17,2.842408 2.861197 2.812320 2.943186 2.809957 3.122476 2.927667 3.400068 2.861000 3.508117 2.769509 3.382166 3.279003 3.207268 3.128232 3.414868 3.297077
001_tagging,00111,aria01,aria03,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00111.jpg,503.01659286412837,394.18923883260607,801.9420756023778,876.7735468886755,2.4688212929516338,2.5663139392279164,2.7016741079860314,2.7386198855212838,17,2.187994 2.184249 2.189894 2.323317 2.235375 2.404094 2.407648 2.269044 2.579423 2.061721 2.579892 2.733153 2.670195 2.886481 2.466114 3.187049 2.604318
001_tagging,00111,aria01,aria04,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00111.jpg,456.9133973162901,507.7004795190435,586.7053164394603,730.1150511877638,4.47277901772062,4.731011557862899,4.579208348175229,4.8237642129138525,17,4.222699 4.257162 4.194997 4.359617 4.230864 4.510294 4.245803 4.637078 4.286377 4.486161 4.314709 4.669133 4.489284 4.812441 4.475108 5.071526 4.773990
001_tagging,00121,aria01,aria03,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00121.jpg,805.4004945512522,406.5749467030453,1009.9737046129601,949.3688147959867,2.2348010691132862,2.4124809311973054,2.283836350794472,2.367052088858947,17,2.276939 2.264328 2.238925 2.168343 2.124489 2.353413 1.984839 2.396822 1.912889 2.236885 1.955548 2.401509 2.166163 2.471197 2.266838 2.489168 2.283324
001_tagging,00121,aria01,aria04,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00121.jpg,522.2722437352513,483.91452987453727,684.4984237222197,751.297536700313,3.851266535922458,4.008481477742399,3.9884697000223364,4.120810356712628,17,3.601059 3.605806 3.601033 3.740725 3.600235 3.892505 3.662270 4.154327 3.549412 4.294934 3.475957 4.047737 3.929202 3.980701 3.905708 4.144663 4.285255
001_tagging,00131,aria01,aria03,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00131.jpg,862.49478375823,478.9877837246081,1238.088234429532,944.5855383493158,2.3876585220007063,2.755559573332049,2.3245146105493517,2.6776497140401565,17,2.437425 2.415701 2.435116 2.294549 2.423103 2.284189 2.342491 2.348792 2.334755 2.504096 2.466685 2.327356 2.321673 2.543740 2.404371 2.487892 2.218261
001_tagging,00131,aria01,aria04,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00131.jpg,525.0262094579034,600.6368918097787,724.1444799476612,919.717505212795,3.478569730105414,3.5282981030708735,3.6996582646281606,3.735150190332039,17,3.263819 3.272992 3.252327 3.398783 3.262152 3.542175 3.361925 3.728518 3.375293 3.485653 3.295546 3.781376 3.617940 3.767318 3.430971 3.884495 3.414403
001_tagging,00141,aria01,aria02,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00141.jpg,1167.8816845124618,195.13668788820416,1278.1273442789436,743.2844332315809,2.12513112543135,3.217730286335979,2.2060549221798387,3.2180364139011797,17,1.962611 1.924553 1.971746 1.839476 2.015929 1.873467 2.069635 1.954268 2.219116 2.119287 2.365494 2.162366 2.249744 2.277889 2.352218 2.366297 2.403135
001_tagging,00141,aria01,aria03,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00141.jpg,266.30769639703533,479.4146745664451,510.89310785803525,956.3263337556117,2.327655776360474,2.6728969281099464,2.4247061922839803,2.611661517457138,17,2.157901 2.128137 2.150747 2.043925 2.178291 2.045918 2.334325 2.170365 2.616559 2.293585 2.786071 2.320047 2.529365 2.343902 2.637765 2.262878 2.570368
001_tagging,00141,aria01,aria04,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00141.jpg,221.22506090143708,526.6862865701237,377.5747706723611,896.2731794858519,3.190712629313246,3.936929134074196,3.2606715063074327,4.002101849185546,17,2.978952 2.997835 2.953504 3.033434 2.914683 3.181337 2.894319 3.423663 2.929707 3.640784 3.064592 3.354351 3.166992 3.640266 3.017497 3.933876 3.116324
001_tagging,00151,aria01,aria02,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00151.jpg,783.2655991859044,431.709476103499,895.6770343693977,1081.422408412122,2.0513764455211483,2.162449333348741,2.0969923097807697,2.1598840490628355,17,1.939812 1.905293 1.970099 1.860330 2.050425 1.815117 2.132729 1.819257 2.255835 1.919397 2.325943 2.003984 2.190001 2.058298 2.252510 2.097287 2.277083
001_tagging,00161,aria01,aria03,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00161.jpg,361.69596804358736,596.5269579878501,512.4219890652864,876.6376456043348,3.426329505941654,3.7826247152418366,3.461400035162842,3.884734095821098,17,3.216804 3.236944 3.207995 3.392716 3.254648 3.514843 3.155948 3.754653 3.048000 3.900271 2.990215 3.570417 3.352383 3.773009 3.332444 3.913541 3.632773
001_tagging,00161,aria01,aria04,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00161.jpg,605.4828132714134,613.221948229367,806.3679790745044,899.4781582179355,3.631487720063964,3.660747298464457,3.7589696661233303,3.7673344868064733,17,3.389974 3.386415 3.387466 3.477791 3.399672 3.647094 3.470108 3.933540 3.580667 3.975562 3.382286 3.784425 3.733515 3.860999 3.556121 4.009732 3.759925
001_tagging,00171,aria01,aria03,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00171.jpg,550.2704594336723,537.7299224866962,741.7099756720846,949.4672682274253,2.8753456793820846,2.9177193970356954,3.015764427811811,3.0330042409076903,17,2.585848 2.584564 2.592189 2.683465 2.625137 2.860231 2.727360 3.035899 2.710631 3.080539 2.625126 3.022949 3.008580 2.861337 3.235599 3.004823 3.636601
001_tagging,00171,aria01,aria04,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00171.jpg,917.0718551817833,560.1669169325311,1093.7916746675799,946.706900425207,2.7482060593018196,3.0991091798851023,2.8051816479221996,3.207430520518831,17,2.622408 2.598462 2.652386 2.610965 2.755765 2.607537 2.861883 2.486012 2.959699 2.463218 2.947048 2.717214 2.893149 2.688855 2.890905 2.933924 3.030073
001_tagging,00181,aria01,aria03,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00181.jpg,738.8503257740446,365.9264419943743,1101.1940759014306,1060.1254382952459,1.5696839350172938,1.7460875930830306,1.7093350735005208,1.824318636261832,17,1.319134 1.314727 1.332744 1.384215 1.421899 1.504725 1.559529 1.573612 1.615793 1.497222 1.500777 1.692170 1.726500 1.639029 1.682283 2.000435 1.919831
001_tagging,00181,aria01,aria04,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00181.jpg,1192.6176298996731,480.31017800866607,1408.0,997.1945301978758,2.0854372166377706,3.2583015472203884,2.1388086831507187,3.329343626722098,17,1.918928 1.903849 1.935426 1.850490 1.999566 1.859685 2.154564 1.800371 2.322986 1.748651 2.353823 2.027088 2.250529 2.119649 2.416699 2.194114 2.596015
001_tagging,00211,aria01,aria02,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00211.jpg,156.88179101269697,407.9542229738445,334.6647189436365,630.620745365718,4.8361541404297625,6.475707100952276,5.04895536372759,6.680189953900669,17,4.495476 4.514807 4.471196 4.616211 4.484642 4.801070 4.573209 5.024037 4.451689 5.253003 4.189811 5.137634 4.960277 5.411378 4.928571 5.727369 5.174240
001_tagging,00211,aria01,aria03,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00211.jpg,331.1368019917255,307.93582706770064,665.5094873181832,788.169532826414,2.177741246160031,2.49089269510641,2.323315020713686,2.5030778397493143,17,2.058308 2.023611 2.050235 1.931009 2.036480 1.902351 2.255413 1.845525 2.462297 1.759240 2.583325 2.222739 2.423891 2.225156 2.444279 2.319054 2.478686
001_tagging,00211,aria01,aria04,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00211.jpg,107.45701032087045,421.4495651255754,285.10860976553505,679.8913526261738,4.138988950333324,5.872741332736062,4.296315665846228,6.035017679282372,17,3.786067 3.787395 3.753337 3.834872 3.728854 4.034104 3.808854 4.300625 3.943238 4.484506 4.066777 4.379782 4.212849 4.583914 4.289773 4.915744 4.452119
001_tagging,00221,aria01,aria02,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00221.jpg,675.7913012551726,442.9838708183365,776.3870232794402,631.2564520010253,6.697318375541427,7.062440349760978,6.868316854010557,7.174974480477246,17,6.358336 6.376011 6.366521 6.469506 6.470552 6.654195 6.562532 6.818174 6.482281 6.825942 6.211530 6.853382 6.883252 7.150861 6.843494 7.458743 7.069102
001_tagging,00221,aria01,aria03,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00221.jpg,728.8314141030655,392.82546236181,900.111694641997,732.4511049666066,3.5735031737736414,3.8124030812067775,3.4899941829315466,3.6733135637905256,17,3.602213 3.580355 3.573822 3.510733 3.490223 3.407793 3.553791 3.458154 3.761817 3.519527 3.998454 3.477043 3.502945 3.814045 3.442430 3.846124 3.210084
001_tagging,00221,aria01,aria04,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00221.jpg,640.2750499073268,459.5083986146751,728.2850513160079,654.0262259555698,6.089610569184108,6.3498348289958315,6.271008787028967,6.4931252336772385,17,5.739494 5.744129 5.722766 5.821122 5.776139 6.008620 5.922485 6.240693 6.067203 6.320247 6.136906 6.294916 6.247102 6.344261 6.164438 6.656610 6.316250
001_tagging,00231,aria01,aria02,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00231.jpg,603.720019131062,681.8224182003926,715.3614289506855,843.7775036574606,6.956415865514359,6.988778973249922,7.140366946487719,7.16697882291392,17,6.715199 6.734266 6.725122 6.849292 6.776765 7.025076 6.833648 7.261201 6.725055 7.451121 6.472328 7.241008 7.039726 7.232632 6.830484 7.445032 6.901116
001_tagging,00231,aria01,aria03,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00231.jpg,617.5714307828853,651.1719946748944,726.9424548614497,897.37221200161,4.907296965192854,4.945084412363862,4.759302955066137,4.786783982261211,17,4.983126 4.950630 4.972557 4.830510 4.901068 4.752839 4.873555 4.850441 4.937624 5.042016 5.145702 4.725137 4.793469 5.028021 5.011891 4.819072 4.806392
001_tagging,00231,aria01,aria04,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00231.jpg,559.2019399122709,684.4907445950287,646.5087585503194,871.7664970857031,6.106393955455762,6.215657109029685,6.280505732752904,6.400358500419351,17,5.868828 5.877657 5.863412 5.991199 5.906174 6.139569 5.984367 6.335572 6.041942 6.410551 6.055575 6.337772 6.223239 6.266862 5.984392 6.484429 6.037157
001_tagging,00241,aria01,aria02,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00241.jpg,821.9328326410144,598.115682994052,877.4873124257666,762.0437152138774,6.285658874353722,6.503279732779696,6.342576411951813,6.502558978082851,17,6.107581 6.101699 6.105464 6.231496 6.154036 6.407191 6.047577 6.463678 5.942091 6.403526 6.011028 6.506826 6.178327 6.522348 6.348924 6.689221 6.635189
001_tagging,00241,aria01,aria03,data/media/rawalk/disk1/rawalk/datasets/ego_exo/camera_ready/01_tagging/001_tagging/ego/aria01/images/rgb/00241.jpg,615.2860945295446,608.4777509964226,784.7830969055764,816.4612378303539,5.31090035736979,5.339483454648877,5.212319265030054,5.220320131554923,17,5.247632 5.206618 5.249234 5.102839 5.250375 5.120940 5.208500 5.297528 5.189498 5.439457 5.385655 5.155535 5.269103 5.474947 5.605174 5.305488 5.776782
